Date,Campaign_ID,Campaign_Name,Campaign_Type,Channel,Age_Group,Gender,Device,Country,Customer_Segment,Impressions,Clicks,CTR,Spend_USD,CPC_USD,Conversions,Conversion_Rate,CPA_USD,Revenue_USD,ROAS
2024-11-10,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,18-24,Male,Mobile,Australia,Returning Customer,10091,118,0.0117,126.93,1.08,2,0.0169,63.46,161.88,1.28
2024-11-10,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,65+,Male,Mobile,United Kingdom,Returning Customer,27346,189,0.0069,157.28,0.83,2,0.0106,78.64,138.79,0.88
2024-11-10,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Male,Mobile,United Kingdom,Returning Customer,12837,89,0.0069,73.83,0.83,1,0.0112,73.83,67.07,0.91
2024-11-11,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,25-34,Male,Desktop,United States,New Customer,51201,1368,0.0267,232.29,0.17,103,0.0753,2.26,5718.43,24.62
2024-11-11,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,25-34,Female,Tablet,Canada,New Customer,22446,600,0.0267,101.83,0.17,45,0.075,2.26,2169.9,21.31
2024-11-11,CMP-017,Holiday Gift Guide,Consideration,Google Display,25-34,Female,Desktop,United States,New Customer,64661,442,0.0068,269.49,0.61,7,0.0158,38.5,302.2,1.12
2024-11-11,CMP-017,Holiday Gift Guide,Consideration,Google Display,18-24,Male,Mobile,United States,New Customer,115705,792,0.0068,482.22,0.61,13,0.0164,37.09,621.74,1.29
2024-11-11,CMP-017,Holiday Gift Guide,Consideration,Google Display,25-34,Male,Desktop,Australia,New Customer,82851,567,0.0068,345.3,0.61,9,0.0159,38.37,616.29,1.78
2024-11-11,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,18-24,Female,Mobile,United Kingdom,New Customer,18745,154,0.0082,252.7,1.64,4,0.026,63.18,176.77,0.7
2024-11-11,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,45-54,Female,Desktop,France,New Customer,59406,487,0.0082,800.85,1.64,12,0.0246,66.74,548.76,0.69
2024-11-11,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,35-44,Unknown/Other,Mobile,Australia,Returning Customer,18266,97,0.0053,63.04,0.65,1,0.0103,63.04,57.43,0.91
2024-11-11,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,25-34,Male,Desktop,France,New Customer,31381,167,0.0053,108.3,0.65,2,0.012,54.15,101.84,0.94
2024-11-11,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Male,Desktop,United States,New Customer,42705,984,0.023,100.26,0.1,35,0.0356,2.86,4120.72,41.1
2024-11-11,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Mobile,United States,Returning Customer,77864,1795,0.0231,182.8,0.1,64,0.0357,2.86,3286.98,17.98
2024-11-11,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Desktop,United States,Returning Customer,3971,77,0.0194,80.59,1.05,2,0.026,40.3,144.25,1.79
2024-11-11,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Female,Desktop,France,Returning Customer,3554,69,0.0194,72.14,1.05,1,0.0145,72.14,99.58,1.38
2024-11-11,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,45-54,Male,Desktop,Canada,Returning Customer,2645,51,0.0193,53.68,1.05,1,0.0196,53.68,88.98,1.66
2024-11-11,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,18-24,Male,Mobile,United States,Returning Customer,104324,187,0.0018,155.25,0.83,1,0.0053,155.25,136.86,0.88
2024-11-11,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Female,Desktop,United States,Returning Customer,120159,215,0.0018,178.82,0.83,2,0.0093,89.41,165.56,0.93
2024-11-12,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,25-34,Male,Mobile,Australia,New Customer,67758,1105,0.0163,236.65,0.21,64,0.0579,3.7,5777.17,24.41
2024-11-12,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,25-34,Male,Mobile,United States,Returning Customer,55083,898,0.0163,192.38,0.21,52,0.0579,3.7,2893.62,15.04
2024-11-12,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,25-34,Male,Desktop,Canada,New Customer,159660,2604,0.0163,557.62,0.21,150,0.0576,3.72,10039.93,18.0
2024-11-12,CMP-017,Holiday Gift Guide,Consideration,Google Display,18-24,Male,Mobile,United States,New Customer,20311,98,0.0048,62.27,0.64,1,0.0102,62.27,42.63,0.68
2024-11-12,CMP-017,Holiday Gift Guide,Consideration,Google Display,25-34,Female,Mobile,United States,New Customer,36044,174,0.0048,110.5,0.64,1,0.0057,110.5,99.68,0.9
2024-11-12,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,25-34,Female,Tablet,United States,New Customer,12886,188,0.0146,227.26,1.21,5,0.0266,45.45,341.07,1.5
2024-11-12,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,45-54,Unknown/Other,Desktop,United States,Returning Customer,22899,333,0.0145,403.84,1.21,8,0.024,50.48,446.66,1.11
2024-11-12,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,35-44,Male,Desktop,United Kingdom,Returning Customer,14954,218,0.0146,263.72,1.21,5,0.0229,52.74,383.63,1.45
2024-11-12,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,25-34,Male,Mobile,Germany,New Customer,87807,745,0.0085,578.66,0.78,8,0.0107,72.33,363.3,0.63
2024-11-12,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,45-54,Male,Desktop,United States,Returning Customer,21219,180,0.0085,139.84,0.78,2,0.0111,69.92,160.16,1.15
2024-11-12,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Mobile,United States,New Customer,31212,1005,0.0322,135.24,0.13,30,0.0299,4.51,2485.95,18.38
2024-11-12,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,45-54,Male,Desktop,United Kingdom,Returning Customer,10444,336,0.0322,45.25,0.13,10,0.0298,4.53,960.3,21.22
2024-11-12,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Male,Desktop,United States,Returning Customer,33543,1080,0.0322,145.34,0.13,32,0.0296,4.54,3604.82,24.8
2024-11-12,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Female,Mobile,United States,Returning Customer,4433,64,0.0144,83.14,1.3,1,0.0156,83.14,132.16,1.59
2024-11-12,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Male,Desktop,Canada,Returning Customer,1089,16,0.0147,20.42,1.28,0,0.0,0.0,41.23,2.02
2024-11-12,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Unknown/Other,Desktop,Canada,Returning Customer,5294,76,0.0144,99.28,1.31,2,0.0263,49.64,112.6,1.13
2024-11-12,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Male,Mobile,United States,Returning Customer,21527,133,0.0062,141.05,1.06,1,0.0075,141.05,143.41,1.02
2024-11-12,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,45-54,Female,Tablet,United States,Returning Customer,29764,183,0.0061,195.01,1.07,2,0.0109,97.5,117.44,0.6
2024-11-13,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,25-34,Male,Mobile,United States,New Customer,122874,3417,0.0278,584.06,0.17,187,0.0547,3.12,13135.05,22.49
2024-11-13,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,35-44,Male,Tablet,United States,New Customer,62016,1725,0.0278,294.78,0.17,94,0.0545,3.14,5355.61,18.17
2024-11-13,CMP-017,Holiday Gift Guide,Consideration,Google Display,25-34,Male,Tablet,United States,New Customer,50226,314,0.0063,167.17,0.53,2,0.0064,83.58,117.28,0.7
2024-11-13,CMP-017,Holiday Gift Guide,Consideration,Google Display,65+,Male,Mobile,United States,New Customer,89182,557,0.0062,296.83,0.53,3,0.0054,98.94,265.71,0.9
2024-11-13,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,18-24,Male,Desktop,Australia,Returning Customer,16516,341,0.0206,349.76,1.03,9,0.0264,38.86,586.86,1.68
2024-11-13,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,45-54,Male,Desktop,Canada,Returning Customer,27290,563,0.0206,577.9,1.03,14,0.0249,41.28,885.74,1.53
2024-11-13,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,18-24,Male,Tablet,United States,Returning Customer,12396,116,0.0094,57.56,0.5,1,0.0086,57.56,81.73,1.42
2024-11-13,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,45-54,Female,Desktop,United Kingdom,Returning Customer,82706,772,0.0093,384.07,0.5,9,0.0117,42.67,555.22,1.45
2024-11-13,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Tablet,United Kingdom,Returning Customer,6411,187,0.0292,30.42,0.16,6,0.0321,5.07,772.92,25.41
2024-11-13,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,55-64,Male,Mobile,United Kingdom,Returning Customer,3558,104,0.0292,16.88,0.16,4,0.0385,4.22,490.18,29.04
2024-11-13,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Female,Desktop,United States,Returning Customer,4417,64,0.0145,85.12,1.33,2,0.0312,42.56,139.84,1.64
2024-11-13,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Female,Mobile,United States,Returning Customer,9070,131,0.0144,174.78,1.33,3,0.0229,58.26,348.24,1.99
2024-11-13,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,55-64,Female,Mobile,United States,Returning Customer,2932,43,0.0147,56.51,1.31,1,0.0233,56.51,77.45,1.37
2024-11-13,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,55-64,Female,Desktop,United Kingdom,Returning Customer,57554,360,0.0063,342.22,0.95,4,0.0111,85.56,440.01,1.29
2024-11-13,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Female,Desktop,United Kingdom,Returning Customer,16176,101,0.0062,96.19,0.95,1,0.0099,96.19,160.86,1.67
2024-11-13,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Female,Mobile,United States,Returning Customer,30522,191,0.0063,181.49,0.95,2,0.0105,90.74,139.96,0.77
2024-11-14,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,45-54,Male,Mobile,Germany,New Customer,26627,807,0.0303,173.95,0.22,30,0.0372,5.8,1704.18,9.8
2024-11-14,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,25-34,Male,Desktop,United Kingdom,Returning Customer,36188,1097,0.0303,236.41,0.22,41,0.0374,5.77,2489.8,10.53
2024-11-14,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,18-24,Female,Tablet,United States,Returning Customer,32598,988,0.0303,212.96,0.22,37,0.0374,5.76,1604.93,7.54
2024-11-14,CMP-017,Holiday Gift Guide,Consideration,Google Display,55-64,Male,Mobile,United States,New Customer,39643,239,0.006,224.92,0.94,3,0.0126,74.97,146.96,0.65
2024-11-14,CMP-017,Holiday Gift Guide,Consideration,Google Display,35-44,Unknown/Other,Mobile,United States,New Customer,38873,235,0.006,220.55,0.94,3,0.0128,73.52,154.57,0.7
2024-11-14,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,25-34,Female,Mobile,Canada,Returning Customer,9785,93,0.0095,134.94,1.45,2,0.0215,67.47,120.41,0.89
2024-11-14,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,35-44,Male,Desktop,Germany,New Customer,23381,222,0.0095,322.43,1.45,5,0.0225,64.49,365.13,1.13
2024-11-14,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,65+,Female,Mobile,United States,New Customer,13073,124,0.0095,180.29,1.45,3,0.0242,60.1,135.3,0.75
2024-11-14,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,25-34,Male,Mobile,Australia,New Customer,40542,480,0.0118,151.14,0.31,8,0.0167,18.89,517.59,3.42
2024-11-14,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,65+,Female,Desktop,United States,Returning Customer,81126,960,0.0118,302.45,0.32,16,0.0167,18.9,1094.23,3.62
2024-11-14,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,25-34,Female,Mobile,United States,New Customer,110829,1311,0.0118,413.18,0.32,22,0.0168,18.78,922.98,2.23
2024-11-14,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Female,Tablet,Australia,Returning Customer,23595,598,0.0253,97.83,0.16,28,0.0468,3.49,3128.7,31.98
2024-11-14,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Male,Desktop,United States,Returning Customer,30067,762,0.0253,124.66,0.16,35,0.0459,3.56,4182.61,33.55
2024-11-14,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Female,Desktop,United Kingdom,Returning Customer,26239,665,0.0253,108.79,0.16,31,0.0466,3.51,3285.15,30.2
2024-11-14,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,18-24,Female,Desktop,Canada,New Customer,3821,74,0.0194,79.32,1.07,2,0.027,39.66,255.07,3.22
2024-11-14,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Desktop,United Kingdom,New Customer,3875,75,0.0194,80.45,1.07,2,0.0267,40.22,245.22,3.05
2024-11-14,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,18-24,Female,Desktop,United States,Returning Customer,14691,125,0.0085,149.05,1.19,1,0.008,149.05,103.24,0.69
2024-11-14,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Female,Tablet,United States,Returning Customer,24033,204,0.0085,243.83,1.2,2,0.0098,121.92,202.79,0.83
2024-11-15,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,18-24,Male,Mobile,Canada,New Customer,109289,3089,0.0283,593.43,0.19,162,0.0524,3.66,8175.43,13.78
2024-11-15,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,25-34,Male,Mobile,France,Returning Customer,56650,1601,0.0283,307.6,0.19,84,0.0525,3.66,7189.79,23.37
2024-11-15,CMP-017,Holiday Gift Guide,Consideration,Google Display,35-44,Male,Tablet,Australia,Returning Customer,48516,433,0.0089,478.81,1.11,5,0.0115,95.76,342.24,0.71
2024-11-15,CMP-017,Holiday Gift Guide,Consideration,Google Display,35-44,Male,Desktop,United States,New Customer,24640,220,0.0089,243.17,1.11,2,0.0091,121.58,117.29,0.48
2024-11-15,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,25-34,Female,Mobile,Germany,New Customer,64620,374,0.0058,238.85,0.64,5,0.0134,47.77,224.68,0.94
2024-11-15,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,35-44,Male,Desktop,United States,Returning Customer,35762,207,0.0058,132.18,0.64,3,0.0145,44.06,176.42,1.33
2024-11-15,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,55-64,Female,Mobile,United States,New Customer,226715,643,0.0028,308.44,0.48,7,0.0109,44.06,552.77,1.79
2024-11-15,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,18-24,Female,Desktop,Canada,New Customer,250408,711,0.0028,340.68,0.48,8,0.0113,42.58,383.87,1.13
2024-11-15,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Female,Mobile,United States,Returning Customer,5025,127,0.0253,24.17,0.19,6,0.0472,4.03,733.28,30.34
2024-11-15,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Female,Desktop,France,Returning Customer,14450,365,0.0253,69.51,0.19,18,0.0493,3.86,2558.5,36.81
2024-11-15,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Male,Mobile,Canada,Returning Customer,35059,885,0.0252,168.64,0.19,45,0.0508,3.75,5068.46,30.05
2024-11-15,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Unknown/Other,Desktop,Australia,Returning Customer,14057,224,0.0159,372.61,1.66,4,0.0179,93.15,450.21,1.21
2024-11-15,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,45-54,Unknown/Other,Mobile,United States,Returning Customer,5213,83,0.0159,138.19,1.66,1,0.012,138.19,210.55,1.52
2024-11-15,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,18-24,Male,Mobile,Australia,Returning Customer,8598,54,0.0063,51.45,0.95,0,0.0,0.0,25.67,0.5
2024-11-15,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Female,Mobile,United States,Returning Customer,2395,15,0.0063,14.33,0.96,0,0.0,0.0,11.76,0.82
2024-11-15,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,18-24,Female,Tablet,United States,Returning Customer,9610,60,0.0062,57.51,0.96,0,0.0,0.0,48.96,0.85
2024-11-16,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,18-24,Female,Mobile,United States,New Customer,111183,1713,0.0154,132.47,0.08,86,0.0502,1.54,4084.24,30.83
2024-11-16,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,35-44,Male,Desktop,Germany,New Customer,111023,1710,0.0154,132.28,0.08,86,0.0503,1.54,4776.04,36.11
2024-11-16,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,35-44,Female,Mobile,Australia,New Customer,72186,1112,0.0154,86.01,0.08,56,0.0504,1.54,3397.49,39.5
2024-11-16,CMP-017,Holiday Gift Guide,Consideration,Google Display,45-54,Male,Desktop,Canada,New Customer,28349,187,0.0066,119.87,0.64,2,0.0107,59.94,80.71,0.67
2024-11-16,CMP-017,Holiday Gift Guide,Consideration,Google Display,65+,Male,Desktop,Canada,New Customer,12887,85,0.0066,54.49,0.64,1,0.0118,54.49,39.42,0.72
2024-11-16,CMP-017,Holiday Gift Guide,Consideration,Google Display,25-34,Female,Desktop,United Kingdom,New Customer,27703,182,0.0066,117.14,0.64,1,0.0055,117.14,111.37,0.95
2024-11-16,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,65+,Male,Mobile,United States,New Customer,12789,223,0.0174,186.19,0.83,5,0.0224,37.24,269.21,1.45
2024-11-16,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,45-54,Male,Mobile,United States,Returning Customer,20648,360,0.0174,300.6,0.84,8,0.0222,37.58,420.54,1.4
2024-11-16,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,55-64,Female,Mobile,France,Returning Customer,32094,560,0.0174,467.24,0.83,12,0.0214,38.94,1213.01,2.6
2024-11-16,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,25-34,Male,Mobile,United Kingdom,New Customer,20364,235,0.0115,120.15,0.51,3,0.0128,40.05,198.8,1.65
2024-11-16,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,45-54,Male,Desktop,United States,New Customer,77462,895,0.0116,457.04,0.51,13,0.0145,35.16,985.31,2.16
2024-11-16,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,18-24,Unknown/Other,Desktop,United States,New Customer,68936,797,0.0116,406.73,0.51,12,0.0151,33.89,792.19,1.95
2024-11-16,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Mobile,United States,Returning Customer,13585,317,0.0233,45.39,0.14,13,0.041,3.49,1074.29,23.67
2024-11-16,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Mobile,United Kingdom,Returning Customer,20951,489,0.0233,70.0,0.14,20,0.0409,3.5,1929.75,27.57
2024-11-16,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,55-64,Female,Desktop,Canada,Returning Customer,6598,133,0.0202,184.65,1.39,4,0.0301,46.16,367.12,1.99
2024-11-16,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Female,Desktop,France,Returning Customer,2606,53,0.0203,72.93,1.38,2,0.0377,36.47,223.87,3.07
2024-11-16,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,55-64,Male,Tablet,Germany,Returning Customer,26691,181,0.0068,97.16,0.54,2,0.011,48.58,177.46,1.83
2024-11-16,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Male,Mobile,United States,Returning Customer,62254,423,0.0068,226.61,0.54,4,0.0095,56.65,276.39,1.22
2024-11-17,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,35-44,Female,Desktop,Canada,Returning Customer,28752,586,0.0204,86.71,0.15,41,0.07,2.11,1522.89,17.56
2024-11-17,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,25-34,Male,Mobile,United Kingdom,New Customer,31798,648,0.0204,95.89,0.15,45,0.0694,2.13,2974.29,31.02
2024-11-17,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,25-34,Male,Desktop,Canada,New Customer,35679,728,0.0204,107.6,0.15,51,0.0701,2.11,3240.77,30.12
2024-11-17,CMP-017,Holiday Gift Guide,Consideration,Google Display,25-34,Female,Desktop,United States,New Customer,67631,464,0.0069,395.4,0.85,6,0.0129,65.9,393.54,1.0
2024-11-17,CMP-017,Holiday Gift Guide,Consideration,Google Display,18-24,Female,Tablet,France,New Customer,39264,269,0.0069,229.55,0.85,4,0.0149,57.39,209.11,0.91
2024-11-17,CMP-017,Holiday Gift Guide,Consideration,Google Display,55-64,Male,Mobile,United States,New Customer,23708,163,0.0069,138.61,0.85,2,0.0123,69.31,138.43,1.0
2024-11-17,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,65+,Male,Mobile,United States,Returning Customer,13025,158,0.0121,208.57,1.32,3,0.019,69.52,161.08,0.77
2024-11-17,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,45-54,Female,Desktop,Australia,Returning Customer,9458,115,0.0122,151.45,1.32,2,0.0174,75.72,132.99,0.88
2024-11-17,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,25-34,Female,Tablet,United States,New Customer,11188,136,0.0122,179.15,1.32,2,0.0147,89.58,125.92,0.7
2024-11-17,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,35-44,Unknown/Other,Mobile,Canada,New Customer,87982,607,0.0069,230.28,0.38,7,0.0115,32.9,603.77,2.62
2024-11-17,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,35-44,Male,Mobile,United States,New Customer,177073,1222,0.0069,463.47,0.38,15,0.0123,30.9,544.86,1.18
2024-11-17,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,35-44,Male,Tablet,Australia,Returning Customer,48598,335,0.0069,127.2,0.38,4,0.0119,31.8,253.31,1.99
2024-11-17,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Female,Mobile,United Kingdom,Returning Customer,12998,323,0.0248,46.52,0.14,16,0.0495,2.91,1304.64,28.04
2024-11-17,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Female,Mobile,Germany,Returning Customer,24685,613,0.0248,88.34,0.14,30,0.0489,2.94,2426.9,27.47
2024-11-17,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Desktop,United States,Returning Customer,35078,871,0.0248,125.54,0.14,42,0.0482,2.99,4127.54,32.88
2024-11-17,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,65+,Male,Mobile,United States,Returning Customer,5061,71,0.014,84.55,1.19,2,0.0282,42.28,167.63,1.98
2024-11-17,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Female,Tablet,Canada,New Customer,4609,65,0.0141,77.01,1.18,2,0.0308,38.51,183.34,2.38
2024-11-17,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Female,Desktop,United Kingdom,Returning Customer,56568,399,0.0071,188.16,0.47,7,0.0175,26.88,710.83,3.78
2024-11-17,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Male,Desktop,United States,Returning Customer,31285,221,0.0071,104.06,0.47,4,0.0181,26.02,286.91,2.76
2024-11-17,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Male,Desktop,Australia,Returning Customer,28318,200,0.0071,94.19,0.47,3,0.015,31.4,386.21,4.1
2024-11-18,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,35-44,Female,Mobile,United Kingdom,Returning Customer,290674,5657,0.0195,522.49,0.09,205,0.0362,2.55,14718.76,28.17
2024-11-18,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,35-44,Female,Desktop,United Kingdom,New Customer,382210,7438,0.0195,687.02,0.09,269,0.0362,2.55,14129.69,20.57
2024-11-18,CMP-017,Holiday Gift Guide,Consideration,Google Display,25-34,Male,Desktop,Australia,New Customer,153631,1022,0.0067,327.33,0.32,15,0.0147,21.82,1004.11,3.07
2024-11-18,CMP-017,Holiday Gift Guide,Consideration,Google Display,35-44,Male,Desktop,United Kingdom,New Customer,138975,924,0.0066,296.1,0.32,14,0.0152,21.15,651.68,2.2
2024-11-18,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,45-54,Female,Mobile,Australia,New Customer,39955,136,0.0034,139.6,1.03,2,0.0147,69.8,107.86,0.77
2024-11-18,CMP-017,Holiday Gift Guide,Consideration,Instagram Ads,25-34,Male,Mobile,Germany,New Customer,56641,193,0.0034,197.9,1.03,2,0.0104,98.95,155.86,0.79
2024-11-18,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,25-34,Male,Mobile,United States,New Customer,14333,140,0.0098,81.33,0.58,2,0.0143,40.66,130.53,1.6
2024-11-18,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,35-44,Female,Desktop,Australia,Returning Customer,52960,516,0.0097,300.52,0.58,8,0.0155,37.56,549.03,1.83
2024-11-18,CMP-017,Holiday Gift Guide,Consideration,YouTube Ads,18-24,Male,Desktop,France,New Customer,22792,222,0.0097,129.34,0.58,4,0.018,32.34,278.98,2.16
2024-11-18,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Male,Desktop,United States,Returning Customer,44291,1104,0.0249,200.57,0.18,61,0.0553,3.29,8073.75,40.25
2024-11-18,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Male,Desktop,Australia,Returning Customer,10112,252,0.0249,45.79,0.18,14,0.0556,3.27,1244.18,27.17
2024-11-18,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Female,Mobile,United States,Returning Customer,3596,56,0.0156,71.28,1.27,1,0.0179,71.28,180.87,2.54
2024-11-18,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,18-24,Male,Mobile,United States,New Customer,2806,43,0.0153,55.62,1.29,1,0.0233,55.62,128.4,2.31
2024-11-18,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Female,Desktop,United States,New Customer,2786,43,0.0154,55.24,1.28,1,0.0233,55.24,116.59,2.11
2024-11-18,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,18-24,Female,Desktop,United States,Returning Customer,42364,238,0.0056,208.22,0.87,3,0.0126,69.41,168.85,0.81
2024-11-18,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,18-24,Male,Mobile,United Kingdom,Returning Customer,23351,131,0.0056,114.77,0.88,1,0.0076,114.77,111.8,0.97
2024-11-18,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,45-54,Male,Mobile,United States,Returning Customer,24618,138,0.0056,121.0,0.88,1,0.0072,121.0,112.65,0.93
2024-11-19,CMP-017,Holiday Gift Guide,Consideration,Email Marketing,18-24,Female,Mobile,United States,New Customer,318811,6448,0.0202,778.29,0.12,264,0.0409,2.95,11097.16,14.26
